corp_label,entity_type,group,corp_code,corp_name,bsns_year,reprt_code,reprt_nm,accounting_std_inferred,bsis_blce_acntbk_amount,bsis_blce_qota_rt,bsis_blce_qy,corp_cls,frst_acqs_amount,frst_acqs_de,incrs_dcrs_acqs_dsps_amount,incrs_dcrs_acqs_dsps_qy,incrs_dcrs_evl_lstmn,inference_rule,inv_prm,invstmnt_purps,recent_bsns_year_fnnr_sttus_thstrm_ntpf,recent_bsns_year_fnnr_sttus_tot_assets,stlm_dt,trmend_blce_acntbk_amount,trmend_blce_qota_rt,trmend_blce_qy,value_source,source_endpoint,source_params,rcept_no,rcept_no_source,fetched_at,status,call_id,raw_path,raw_sha256,data_age_days
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"14,062,000,000",29.80,"14,061,666,667",E,"600,000,000",2021.12.30,"7,670,000,000","7,670,000,000",0,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",KB-솔리더스 헬스케어 투자조합,투자,"-1,284,000,000","69,004,000,000",2024-12-31,"21,732,000,000",29.80,"21,731,666,667",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"10,461,000,000",10.00,"10,800,000,000",E,"2,700,000,000",2021.12.30,"6,000,000,000","6,000,000,000","1,053,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",케이비 디지털 플랫폼 펀드,투자,"6,988,000,000","170,540,000,000",2024-12-31,"17,514,000,000",10.00,"16,800,000,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"70,000,000,000",100.00,"140,000,000",E,"40,000,000,000",2021.10.06,"19,759,000,000","60,000,000",0,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",주식회사 케이비헬스케어,경영,"27,413,000,000","37,514,000,000",2024-12-31,"89,759,000,000",100.00,"200,000,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"539,000,000",0.33,"34,000",E,"309,000,000",2022.02.16,0,"136,000","414,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",인카금융서비스,투자,"48,341,000,000","605,780,000,000",2024-12-31,"954,000,000",0.33,"170,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"42,000,000,000",29.89,"42,000,000,000",E,"42,000,000,000",2022.06.28,0,0,0,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",글랜우드크레딧제이호사모투자합자회사,투자,"9,632,000,000","148,970,000,000",2024-12-31,"42,000,000,000",29.89,"42,000,000,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"9,584,000,000",8.06,"10,000,000,000",E,"2,000,000,000",2022.08.04,"6,000,000,000","6,000,000,000","171,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",DSC홈런펀드제1호,투자,"-3,113,000,000","190,079,000,000",2024-12-31,"15,755,000,000",8.06,"16,000,000,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"1,602,000,000",10.00,"1,650,000,000",E,"600,000,000",2022.09.30,"600,000,000","600,000,000","-4,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",케이비 프라임 디지털 플랫폼 펀드,투자,"352,000,000","22,431,000,000",2024-12-31,"2,198,000,000",10.00,"2,250,000,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"2,837,000,000",6.37,"3,000,000,000",E,"1,500,000,000",2022.11.01,"1,500,000,000","1,500,000,000","-231,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",케이비 스케일업 2호,투자,"-1,620,000,000","66,355,000,000",2024-12-31,"4,106,000,000",6.37,"4,500,000,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"3,362,000,000",8.44,"3,500,000,000",E,"500,000,000",2022.10.31,"3,000,000,000","3,000,000,000","-215,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",스마트바이오헬스케어BNH5호,투자,"-2,160,000,000","72,672,000,000",2024-12-31,"6,147,000,000",8.44,"6,500,000,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"7,480,000,000",2.58,"7,428,265,000",E,"2,000,000,000",2022.12.20,0,0,"-51,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",한국투자2022 사모투자합자회사,투자,"5,793,000,000","279,120,000,000",2024-12-31,"7,428,000,000",2.58,"7,428,265,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"169,000,000",10.00,"87,728",E,"776,000,000",2007.07.25,"-54,000,000",0,0,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",청람에듀빌(주),투자,"134,000,000","32,904,000,000",2024-12-31,"116,000,000",10.00,"87,728",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"1,409,000,000",3.52,"1,500,000,000",E,"500,000,000",2022.12.13,"1,426,000,000","1,414,000,000","156,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",SVIC 59호 신기술사업투자조합,투자,"16,872,000,000","96,804,000,000",2024-12-31,"2,991,000,000",3.52,"2,914,000,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"9,905,000,000",1.29,"10,000,000,000",E,"10,000,000,000",2023.03.29,0,0,"-14,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",한국투자이스트브릿지글로벌그린에너지 제1호사모투자합자회사,투자,"-7,408,000,000","764,500,000,000",2024-12-31,"9,891,000,000",1.29,"10,000,000,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"3,418,000,000",6.00,"3,600,000,000",E,"1,200,000,000",2023.03.30,"3,600,000,000","3,600,000,000","-274,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",KB 글로벌 플랫폼 2호 펀드,투자,"-1,969,000,000","121,421,000,000",2024-12-31,"6,744,000,000",6.00,"7,200,000,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"8,821,000,000",7.69,"8,977,133,354",E,"7,813,000,000",2023.06.02,"6,488,000,000","6,487,554,600","507,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",KB메자닌캐피탈4호 사모합자회사,투자,"-1,021,000,000","198,455,000,000",2024-12-31,"15,816,000,000",7.69,"15,464,687,954",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"480,000,000",0.00,"450,315",E,"242,000,000",2023.06.09,"1,029,000,000","764,637","-142,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",VERTEX VENTURES SEA & INDIA V,투자,"-9,270,000,000","60,271,000,000",2024-12-31,"1,367,000,000",0.00,"1,214,952",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"2,295,000,000",3.73,"2,693,594,328",E,"2,084,000,000",2023.06.20,"347,000,000","428,940,365","-633,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",한앤컴퍼니 제4의3호 사모투자합자회사,투자,"-14,967,000,000","78,223,000,000",2024-12-31,"2,009,000,000",3.32,"3,122,534,693",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"5,638,000,000",0.08,"4,403,847",E,"2,243,000,000",2023.08.03,"11,055,000,000","8,042,913","2,704,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",AUDAX PRIVATE EQUITY FUND VII-B,투자,"-254,000,000","1,750,493,000,000",2024-12-31,"19,398,000,000",0.24,"12,446,760",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"7,124,000,000",2.42,"7,670,240,873",E,"6,661,000,000",2023.09.05,"299,000,000","296,283,770","-116,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",유씨케이 제삼호 사모투자합자회사,투자,"27,786,000,000","346,765,000,000",2024-12-31,"7,307,000,000",2.43,"7,966,524,643",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"7,952,000,000",0.04,"6,088,515",E,"8,321,000,000",2023.10.16,"6,415,000,000","4,662,400","3,312,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",WARBURG PINCUS GLOBAL GROWTH 14,투자,"2,045,025,000,000","14,887,396,000,000",2024-12-31,"17,680,000,000",0.07,"10,750,915",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"1,121,000,000",1.06,"1,209,101,996",E,"1,241,000,000",2023.12.19,"1,770,000,000","1,748,242,339","-531,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",아이엠엠로즈골드5사모투자전문회사,투자,"-46,864,000,000","574,756,000,000",2024-12-31,"2,360,000,000",0.77,"2,957,344,335",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"4,439,000,000",100.00,200,E,"2,105,000,000",2005.11.03,0,0,0,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4","Leading Insurance Services, Inc.",경영,"59,000,000","4,458,000,000",2024-12-31,"4,439,000,000",100.00,200,api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,0,0.00,0,E,"9,051,000,000",2024.01.02,"9,051,000,000","7,000,000","1,128,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",케이와이글로벌셀앤진사모투자합자회사 제2호,투자,"-3,225,000,000","340,500,000,000",2024-12-31,"10,179,000,000",2.69,"7,000,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,0,0.00,0,E,"1,284,000,000",2024.02.26,"1,293,000,000","1,293,333,866","-209,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",한앤컴퍼니제 4의4호사모투자합자회사,투자,"-406,000,000","40,899,000,000",2024-12-31,"1,084,000,000",3.13,"1,293,333,866",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,0,0.00,0,E,"108,000,000",2024.03.29,"4,483,000,000","4,482,821,760",0,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",브이아이지제오의일호 사모투자합자회사,투자,"-6,349,000,000","58,485,000,000",2024-12-31,"4,483,000,000",6.91,"4,482,821,760",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,0,0.00,0,E,"3,950,000,000",2024.06.28,"3,950,000,000","3,950,000,000","66,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",DSC세컨더리패키지인수펀드1호,투자,"-133,000,000","117,213,000,000",2024-12-31,"4,016,000,000",3.33,"3,950,000,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,0,0.00,0,E,"10,681,000,000",2024.07.17,"10,681,000,000","10,724,227,231","-135,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",파인트리 스페셜 시튜에이션즈 제10호,투자,"12,695,000,000","318,000,000,000",2024-12-31,"10,546,000,000",3.44,"10,724,227,231",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,0,0.00,0,E,"3,126,000,000",2024.08.29,"3,126,000,000","2,275,168","-463,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",NEW MOUNTAIN PARTNERS VII,투자,"-256,018,000,000","2,419,281,000,000",2024-12-31,"2,663,000,000",0.02,"2,275,168",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,0,0.00,0,E,"1,686,000,000",2024.10.16,"1,686,000,000","1,686,366,105",0,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",케이비 에스비아이 글로벌첨단전략 사모투자합자회사,투자,"-1,416,000,000","30,205,000,000",2024-12-31,"1,686,000,000",5.43,"1,686,366,105",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,0,0.00,0,E,"1,404,000,000",2024.12.04,"1,404,000,000","991,949","54,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",CLEARLAKE CAPITAL PARTNERS VIII,투자,"-118,859,000,000","837,549,000,000",2024-12-31,"1,458,000,000",0.01,"991,949",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,0,0.00,0,E,"4,798,000,000",2024.12.09,"4,798,000,000","3,181,963","66,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",CVC CAPITAL PARTNERS IX,투자,"-265,922,000,000","2,304,371,000,000",2024-12-31,"4,864,000,000",0.01,"3,181,963",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,0,0.00,0,E,"1,500,000,000",2024.12.30,"1,500,000,000","1,500,000,000",0,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",스타트업 코리아 케이비 세컨더리,투자,0,"15,375,000,000",2024-12-31,"1,500,000,000",9.76,"1,500,000,000",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"12,215,000,000",70.00,"1,050",E,"5,632,000,000",1997.06.25,0,0,0,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",PT.KB Insurance Indonesia,경영,"244,000,000","62,951,000,000",2024-12-31,"12,215,000,000",70.00,"1,050",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"773,000,000",14.87,"170,520",E,"853,000,000",2007.12.21,0,0,"77,000,000","보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",경기꿈나무(주),투자,"4,000,000","25,690,000,000",2024-12-31,"850,000,000",14.87,"170,520",api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"36,623,000,000",100.00,110,E,"38,980,000,000",2009.10.23,0,0,0,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4","KBFG Insurance (China) Co., Ltd.",경영,"2,077,000,000","129,011,000,000",2024-12-31,"36,623,000,000",100.00,110,api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
KB손해보험,손보,보험자회사,00120216,KB손해보험,2024,11011,사업보고서,IFRS17,"173,000,000",16.23,"32,297",E,"5,000,000,000",2011.12.16,"-173,000,000","-32,297",0,"보고서 사업연도 >= 2023 이면 IFRS17, 아니면 IFRS4",에스비팬아시아펀드,투자,"4,251,000,000",0,2024-12-31,0,0.00,0,api,otrCprInvstmntSttus,"{""bsns_year"": ""2024"", ""corp_code"": ""00120216"", ""reprt_code"": ""11011""}",20250331004034,api_row,2026-08-31T16:01:17+09:00,000,run_20260831_152517_0946,raw/otrCprInvstmntSttus/00120216_2024_11011.json,fe80d72d17acb952c7ac62f15d524e76c47fa543ee8b72cdaa91625266e08083,0
